Name,Pos,team,$,YDiff,Diff,FPs,Avg,#Own,FP/$,#Gm,#HG,#AG,ARnk,Wed 01/13,Thu 01/14,Fri 01/15,Sat 01/16,Sun 01/17,Mon 01/18,Gp,G,A,P,+/-,Pim,Sht,H,Blk,Gwg,Otg,Ppg,Shg,Toi,PPToi,Ga,Sv%,Sv,Win,Loss,Otl,So
C Tanev,D,DAL,0.75,0.00,-1.09,1745,18.6,14,24.8,0,0,0,0,,,,,,,94,2,19,21,29,30,69,71,280,0,0,0,0,20:13,00:02,0,0,0,0,36,0,0
J Gaudreau,W,CBJ,3.25,0.00,-0.60,1743,21.5,8,6.6,3,0,3,16,,@NSH,,@NSH,,@DET,81,12,48,60,-27,22,160,2,24,3,1,1,0,18:49,02:07,0,0,0,0,42,0,0
J Eberle,W,SEA,1.97,0.00,-1.92,1738,22.3,0,11.3,0,0,0,0,,,,,,,78,17,27,44,1,17,168,28,30,3,1,6,0,17:27,01:33,0,0,0,0,33,0,0
A Mangiapane,W,CAL,2.26,0.00,-0.55,1736,23.1,7,10.2,3,2,1,13,,@WPG,,VAN,,VAN,75,14,26,40,7,47,122,79,34,0,0,2,1,16:00,00:53,0,0,0,0,34,0,0
B Carlo,D,BOS,1.50,0.00,-0.52,1730,19.4,5,13.0,3,0,3,25,,@NJD,,@NJD,,@NYI,89,7,11,18,27,48,99,150,164,2,0,0,0,19:54,00:01,0,0,0,0,25,0,0
A Hill,G,VGK,7.29,0.00,2.65,1729,45.5,21,6.2,3,3,0,15,,ANA,,ANA,,ARI,38,0,1,1,0,0,0,0,0,0,0,0,0,56:27,00:00,94,91.1,957,20,15,2,3
A Mantha,W,VGK,1.50,0.00,-1.61,1725,22.4,11,14.9,3,3,0,15,,ANA,,ANA,,ARI,77,23,21,44,10,27,117,57,33,0,0,3,0,14:12,00:57,0,0,0,0,29,0,0
M Wood,W,COL,0.72,0.00,-1.87,1724,20.3,6,28.2,2,2,0,11,STL,,STL,,,,85,12,17,29,-4,88,190,119,46,2,1,0,1,13:42,00:06,0,0,0,0,25,0,0
D Orlov,D,CAR,1.41,0.00,-2.28,1722,18.5,9,13.1,3,0,3,22,,@DET,,@DET,,@NSH,93,8,24,32,4,50,151,116,79,1,0,0,1,17:45,00:22,0,0,0,0,25,0,0
M Eyssimont,C,TBL,0.53,0.00,0.03,1719,20.0,2,37.7,2,2,0,26,CHI,,CHI,,,,86,11,14,25,5,106,160,139,34,2,0,2,0,11:55,00:14,0,0,0,0,32,0,0
J Zucker,W,NSH,0.96,0.00,-2.02,1715,22.9,0,23.8,3,3,0,16,,CBJ,,CBJ,,CAR,75,15,20,35,-5,83,167,100,21,0,0,5,0,13:52,01:00,0,0,0,0,34,0,0
G Hathaway,W,PHI,0.98,0.00,-2.61,1715,20.9,1,21.3,3,3,0,10,PIT,,PIT,,,BUF,82,7,10,17,-7,132,103,283,76,1,0,0,1,12:29,00:05,0,0,0,0,33,0,0
G Vilardi,C,WPG,2.09,0.00,0.14,1711,32.9,1,15.7,2,1,1,15,,CAL,,,,@TOR,52,22,18,40,7,20,126,17,30,5,0,9,0,17:01,02:10,0,0,0,0,15,0,0
J Huberdeau,C,CAL,2.49,0.00,-3.84,1709,21.1,8,8.5,3,2,1,13,,@WPG,,VAN,,VAN,81,12,40,52,-29,49,143,53,40,2,0,4,0,17:25,01:51,0,0,0,0,39,0,0
A Kerfoot,C,ARI,0.68,0.00,-2.27,1709,20.8,1,30.6,3,2,1,18,,SJS,,SJS,,@VGK,82,13,32,45,-15,26,104,69,80,3,0,2,2,17:26,01:13,0,0,0,0,41,0,0
P Kane,W,DET,3.80,0.00,-1.28,1698,34.0,16,8.9,3,3,0,11,,CAR,,CAR,,CBJ,50,20,27,47,-5,16,147,14,14,7,3,2,0,18:23,01:39,0,0,0,0,22,0,0
F Zetterlund,W,SJS,0.84,0.00,0.34,1697,20.7,8,24.6,3,0,3,13,,@ARI,,@ARI,,@STL,82,24,20,44,-34,33,204,95,80,0,0,6,1,18:51,01:27,0,0,0,0,54,0,0
W Cuylle,W,NYR,0.93,0.00,0.43,1695,17.5,6,18.8,2,2,0,18,,NYI,,NYI,,,97,14,9,23,0,64,137,265,37,2,0,1,0,11:09,00:10,0,0,0,0,28,0,0
M Backlund,C,CAL,1.12,0.00,-1.81,1693,20.6,0,18.4,3,2,1,13,,@WPG,,VAN,,VAN,82,15,24,39,-4,24,209,59,35,2,0,2,1,19:14,01:17,0,0,0,0,39,0,0
A Pietrangelo,D,VGK,2.74,0.00,-2.35,1689,23.8,2,8.7,3,3,0,15,,ANA,,ANA,,ARI,71,4,30,34,-5,28,152,50,178,2,1,0,0,23:32,01:54,0,0,0,0,27,0,0
S Ersson,G,PHI,3.31,0.00,2.81,1689,33.1,11,10.0,3,3,0,10,PIT,,PIT,,,BUF,51,0,0,0,0,0,0,0,0,0,0,0,0,55:05,00:00,132,89.0,1072,23,20,7,4
